"Col2","Located","C&G","TRENCH","Surveyors PtNo","E","N","Z","Survey Code","Actual Chainage","Col13","Asset Id","Drawing","Pipeline Section","KP","Utility Type","Notes , Not on Plan","Operator","Location","Material","Size (mm)","ID","Proven to Underside of Service","Test Point","C&G Code","Trench Code","Proposed Crossing Method","Parallel or Crossed","Design Drawing","DBYD SEQ","Separation (m) (Minimum 600mm clearance to underside of asse","Asset DOC (m)","Pipeline DOC (m)","Depth to Underside of Asset (m)","Crossover","Within","Permit to Excavate Near Assets Required?","Permit/Notification Date"
"","","","","","","","","","","PHW","PHW-TS-0001","D-DWG-PHW-001","1.1","188","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0002","D-DWG-PHW-001","1.1","197.4","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0003","D-DWG-PHW-001","1.1","206.8","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0004","D-DWG-PHW-001","1.1","216.2","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0005","D-DWG-PHW-001","1.1","225.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0006","D-DWG-PHW-001","1.1","235","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0007","D-DWG-PHW-001","1.1","244.4","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0008","D-DWG-PHW-001","1.1","253.8","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0009","D-DWG-PHW-001","1.1","259","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0010","D-DWG-PHW-001","1.1","266.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0011","D-DWG-PHW-001","1.1","274","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0012","D-DWG-PHW-001","1.1","281.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0013","D-DWG-PHW-001","1.1","289","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0014","D-DWG-PHW-001","1.1","296.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0015","D-DWG-PHW-001","1.1","304","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0016","D-DWG-PHW-001","1.1","311.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0017","D-DWG-PHW-001","1.1","319","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0018","D-DWG-PHW-001","1.1","326.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0019","D-DWG-PHW-001","1.2","448","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0020","D-DWG-PHW-001","1.3","463","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0021","D-DWG-PHW-001","1.3","471.4","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0022","D-DWG-PHW-001","1.3","479.8","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0023","D-DWG-PHW-001","1.4","486.1","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0001","D-DWG-PHW-001","1.4","492.5","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0024","D-DWG-PHW-001","1.4","498.9","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0025","D-DWG-PHW-001","1.4","505.3","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0026","D-DWG-PHW-001","1.4","511.7","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0002","D-DWG-PHW-001","1.4","518.1","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0027","D-DWG-PHW-001","1.4","524.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0028","D-DWG-PHW-001","1.5","531.2","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0003","D-DWG-PHW-001","1.5","536.1","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0029","D-DWG-PHW-001","1.5","541","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0030","D-DWG-PHW-001","1.5","545.9","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0031","D-DWG-PHW-001","1.5","550.8","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0004","D-DWG-PHW-001","1.5","553.25","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0032","D-DWG-PHW-001","1.5","555.7","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0033","D-DWG-PHW-001","1.5","560.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0034","D-DWG-PHW-001","1.5","565.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0005","D-DWG-PHW-001","1.5","570.4","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0035","D-DWG-PHW-001","1.5","575.3","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0036","D-DWG-PHW-001","1.6","577","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0037","D-DWG-PHW-001","1.6","582.9","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0038","D-DWG-PHW-001","1.6","588.8","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0039","D-DWG-PHW-001","1.7","608.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0040","D-DWG-PHW-001","1.7","618.7","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0041","D-DWG-PHW-001","1.7","628.9","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0042","D-DWG-PHW-001","1.8","635.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0043","D-DWG-PHW-001","1.8","642.3","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0044","D-DWG-PHW-001","1.8","649.1","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0045","D-DWG-PHW-001","1.8","655.9","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0046","D-DWG-PHW-001","1.9","662","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0006","D-DWG-PHW-001","1.9","666.3","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0047","D-DWG-PHW-001","1.9","670.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0048","D-DWG-PHW-001","1.9","674.9","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0049","D-DWG-PHW-001","1.9","679.2","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0007","D-DWG-PHW-001","1.9","681.35","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0050","D-DWG-PHW-001","1.9","683.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0051","D-DWG-PHW-001","1.9","687.8","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0052","D-DWG-PHW-001","1.9","692.1","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0053","D-DWG-PHW-001","1.9","696.4","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0008","D-DWG-PHW-002","1.9","700.7","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0054","D-DWG-PHW-002","1.9","705","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0055","D-DWG-PHW-002","1.9","709.3","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0056","D-DWG-PHW-002","1.9","713.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0009","D-DWG-PHW-002","1.9","717.899999999999","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0057","D-DWG-PHW-002","1.9","722.199999999999","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0058","D-DWG-PHW-002","2.1","729","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0010","D-DWG-PHW-002","2.1","731.5","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0059","D-DWG-PHW-002","2.1","734","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0060","D-DWG-PHW-002","2.3","742","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0061","D-DWG-PHW-002","2.3","749","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0062","D-DWG-PHW-002","2.4","892","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0063","D-DWG-PHW-002","2.5","899","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0064","D-DWG-PHW-002","2.5","903.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0011","D-DWG-PHW-002","2.5","908.2","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0065","D-DWG-PHW-002","2.5","912.8","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0066","D-DWG-PHW-002","2.5","917.4","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0067","D-DWG-PHW-002","2.5","922","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0012","D-DWG-PHW-002","2.5","926.6","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0068","D-DWG-PHW-002","2.5","931.2","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0069","D-DWG-PHW-002","2.5","935.8","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0070","D-DWG-PHW-002","2.5","940.4","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0013","D-DWG-PHW-002","2.5","945","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0071","D-DWG-PHW-002","2.5","949.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0072","D-DWG-PHW-002","2.5","954.2","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0073","D-DWG-PHW-002","","964","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0074","D-DWG-PHW-002","","967.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0014","D-DWG-PHW-002","","971.2","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0075","D-DWG-PHW-002","","974.8","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0076","D-DWG-PHW-002","","978.4","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0077","D-DWG-PHW-002","","982","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0015","D-DWG-PHW-002","","985.6","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0078","D-DWG-PHW-002","","989.2","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0079","D-DWG-PHW-002","","992.8","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0080","D-DWG-PHW-002","","1000.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0081","D-DWG-PHW-002","","1005","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0016","D-DWG-PHW-002","","1007.25","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0082","D-DWG-PHW-002","","1009.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0083","D-DWG-PHW-002","","1014","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0084","D-DWG-PHW-002","","1020.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0085","D-DWG-PHW-002","","1024.9","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0017","D-DWG-PHW-002","","1029.3","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0086","D-DWG-PHW-002","","1033.7","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0087","D-DWG-PHW-002","","1038.1","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0088","D-DWG-PHW-002","","1042.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0018","D-DWG-PHW-002","","1046.9","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0089","D-DWG-PHW-002","","1051.3","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0090","D-DWG-PHW-002","","1055.7","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0091","D-DWG-PHW-002","","1060","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0019","D-DWG-PHW-002","","1065","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0092","D-DWG-PHW-002","","1070","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0093","D-DWG-PHW-002","","1075","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0094","D-DWG-PHW-002","","1080","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0020","D-DWG-PHW-002","","1085","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0095","D-DWG-PHW-002","","1185","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0096","D-DWG-PHW-002","","1192","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0097","D-DWG-PHW-002","","1199","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0098","D-DWG-PHW-002","","1206","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0099","D-DWG-PHW-002","","1211","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0021","D-DWG-PHW-002","","1212.55","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"+","","","","","","","","","","PHW","PHW-TS-0100","D-DWG-PHW-002","","1214.1","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0101","D-DWG-PHW-002","","1302","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0102","D-DWG-PHW-002","","1317.3","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0103","D-DWG-PHW-002","","1332.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0104","D-DWG-PHW-002","","1347.9","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0105","D-DWG-PHW-002","","1363.2","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0106","D-DWG-PHW-003","","1484.7","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0107","D-DWG-PHW-003","","1488.25","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0108","D-DWG-PHW-003","","1493","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0109","D-DWG-PHW-003","","1497.15","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0110","D-DWG-PHW-003","","1501.3","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0111","D-DWG-PHW-003","","1506.05","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0112","D-DWG-PHW-003","","1509.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0113","D-DWG-PHW-003","","1517.9","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0114","D-DWG-PHW-003","","1526.2","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0115","D-DWG-PHW-003","","1534.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0116","D-DWG-PHW-003","","1542.8","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0117","D-DWG-PHW-003","","1551.1","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0118","D-DWG-PHW-003","","1559.4","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0119","D-DWG-PHW-003","","1567.7","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0120","D-DWG-PHW-003","","1576","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0121","D-DWG-PHW-003","","1584.3","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0122","D-DWG-PHW-003","","1592.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0123","D-DWG-PHW-003","","1600.9","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0124","D-DWG-PHW-003","","1615","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0125","D-DWG-PHW-003","","1621.9","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0126","D-DWG-PHW-003","","1628.8","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0127","D-DWG-PHW-003","","1635.7","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0128","D-DWG-PHW-003","","1643.25","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0022","D-DWG-PHW-003","","1647.95","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0129","D-DWG-PHW-003","","1652.65","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0130","D-DWG-PHW-003","","1657.35","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0131","D-DWG-PHW-003","","1662.05","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0023","D-DWG-PHW-003","","1666.75","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0132","D-DWG-PHW-003","","1671.45","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0133","D-DWG-PHW-003","","1679.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0134","D-DWG-PHW-003","","1688.3","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0135","D-DWG-PHW-003","","1788","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0136","D-DWG-PHW-003","","1791.2","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-BS-0024","D-DWG-PHW-003","","1792.8","Bulk Head ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0137","D-DWG-PHW-003","","1794.4","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0138","D-DWG-PHW-003","","1797.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0139","D-DWG-PHW-003","","1809","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0140","D-DWG-PHW-003","","1819","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0141","D-DWG-PHW-004","","2125","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0142","D-DWG-PHW-004","","2131","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0143","D-DWG-PHW-004","","2146","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0144","D-DWG-PHW-004","","2157.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0145","D-DWG-PHW-004","","2169","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0146","D-DWG-PHW-004","","2180.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0147","D-DWG-PHW-004","","2192","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0148","D-DWG-PHW-004","","2203.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0149","D-DWG-PHW-004","","2215","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0150","D-DWG-PHW-004","","2226.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0151","D-DWG-PHW-004","","2238","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0152","D-DWG-PHW-004","","2249.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0153","D-DWG-PHW-004","","2261","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0154","D-DWG-PHW-004","","2272.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0155","D-DWG-PHW-004","","2284","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0156","D-DWG-PHW-004","","2295.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0157","D-DWG-PHW-004","","2307","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0158","D-DWG-PHW-004","","2318.5","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0159","D-DWG-PHW-004","","2330","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0160","D-DWG-PHW-004","","2339.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0161","D-DWG-PHW-004","","2350.1","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","PHW","PHW-TS-0162","D-DWG-PHW-004","","2360.6","Trench Stop","","","","","","","","","","","","","","","","","","","","","",""
